time_s,T_fault_Nm,T_fault_over_T_nom_percent,omega_m_rad_per_s,abs_i_s_peak_A
5.217043408681736744e-02,1.691724955999485580e+00,1.293678630992929568e+00,1.231504320207198901e+02,5.421183506451953349e+00
5.221044208841769257e-02,1.413256458964662343e+00,1.080731045901692999e+00,1.231504320207198901e+02,4.837836048138203893e+00
5.225045009001801077e-02,1.135224729094770790e+00,8.681174609361788086e-01,1.231504320207198901e+02,4.300287143057629713e+00
5.229045809161832897e-02,8.576900446350488316e-01,6.558839714604718374e-01,1.231504320207198901e+02,3.826927691286439170e+00
5.233046609321865411e-02,5.807122543141833848e-01,4.440763443831464152e-01,1.231504320207198901e+02,3.443239452174229331e+00
5.237047409481897231e-02,3.043507665428864528e-01,2.327400098973120557e-01,1.231504320207198901e+02,3.180624824073150059e+00
5.241048209641929051e-02,2.866453876521384003e-02,2.192005333746277831e-02,1.231504320207198901e+02,3.069032475800494097e+00
5.245049009801960871e-02,-2.462879330358389018e-01,-1.883387928456966287e-01,1.231504320207198901e+02,3.123400808644423599e+00
5.249049809961993385e-02,-5.204486246769959301e-01,-3.979921569913246748e-01,1.231504320207198901e+02,3.334395147475207377e+00
5.253050610122025205e-02,-7.937599939561609252e-01,-6.069960360143049627e-01,1.231504320207198901e+02,3.673998029863096981e+00
5.257051410282057025e-02,-1.066164990675286584e+00,-8.153068030698329416e-01,1.231504320207198901e+02,4.109415900343365458e+00
5.261052210442088845e-02,-1.337607066503303077e+00,-1.022881215095693186e+00,1.231504320207198901e+02,4.612655416965284694e+00
5.265053010602121358e-02,-1.608030184677770036e+00,-1.229676420231208045e+00,1.231504320207198901e+02,5.163066450642402216e+00
5.269053810762153178e-02,-1.877378829543998595e+00,-1.435649965111897908e+00,1.231504320207198901e+02,5.746325130310335538e+00
5.273054610922184998e-02,-2.145598015930415770e+00,-1.640759802038913806e+00,1.231504320207198901e+02,6.352667145265976423e+00
5.277055411082217512e-02,-2.412633298358964229e+00,-1.844964296022319816e+00,1.231504320207198901e+02,6.975405213433375273e+00
5.281056211242249332e-02,-2.678430780089399388e+00,-2.048222231697356399e+00,1.231504320207198901e+02,7.609890464481892103e+00
5.285057011402281152e-02,-2.942937121996402006e+00,-2.250492820112854897e+00,1.231504320207198901e+02,8.252828581917212247e+00
5.289057811562312972e-02,-3.206099551278393189e+00,-2.451735705390952980e+00,1.231504320207198901e+02,8.901837125636834713e+00
5.293058611722345486e-02,-3.467865869997104777e+00,-2.651910971257388727e+00,1.231504320207198901e+02,9.555158143655777536e+00
5.297059411882377306e-02,-3.728184463446850838e+00,-2.850979147441564443e+00,1.231504320207198901e+02,1.021146933931610157e+01
5.301060212042409125e-02,-3.987004308352631643e+00,-3.048901215945715837e+00,1.231504320207198901e+02,1.086975798972344620e+01
5.305061012202440945e-02,-4.244274980896134863e+00,-3.245638617182475372e+00,1.231504320207198901e+02,1.152923527810103010e+01
5.309061812362473459e-02,-4.499946664568804877e+00,-3.441153255980188952e+00,1.231504320207198901e+02,1.218927705163187092e+01
5.313062612522505279e-02,-4.753970157851171052e+00,-3.635407507455375331e+00,1.231504320207198901e+02,1.284938214747055696e+01
5.317063412682537099e-02,-5.006296881717652525e+00,-3.828364222751723833e+00,1.231504320207198901e+02,1.350914259703977471e+01
5.321064212842568919e-02,-5.256878886966139142e+00,-4.019986734645095261e+00,1.231504320207198901e+02,1.416822199515479319e+01
5.325065013002601433e-02,-5.505668861371662004e+00,-4.210238863014005517e+00,1.231504320207198901e+02,1.482633957094565780e+01
5.329065813162633253e-02,-5.752620136663492367e+00,-4.399084920175079461e+00,1.231504320207198901e+02,1.548325830072142217e+01
5.333066613322665073e-02,-5.997686695325098682e+00,-4.586489716083044677e+00,1.231504320207198901e+02,1.613877592687442331e+01
5.337067413482697587e-02,-6.240823177216400452e+00,-4.772418563394836610e+00,1.231504320207198901e+02,1.679271809400902171e+01
5.341068213642729406e-02,-6.481984886017789549e+00,-4.956837282397402511e+00,1.231504320207198901e+02,1.744493304684889523e+01
5.345069013802761226e-02,-6.721127795495461577e+00,-5.139712205798860012e+00,1.231504320207198901e+02,1.809528749364478273e+01
5.349069813962793046e-02,-6.958208555587625632e+00,-5.321010183382686165e+00,1.231504320207198901e+02,1.874366334884971863e+01
5.353070614122825560e-02,-7.193184498311190112e+00,-5.500698586524612743e+00,1.231504320207198901e+02,1.938995514590062541e+01
5.357071414282857380e-02,-7.426013643488607485e+00,-5.678745312572003989e+00,1.231504320207198901e+02,2.003406796558629210e+01
5.361072214442889200e-02,-7.656654704294503233e+00,-5.855118789085416608e+00,1.231504320207198901e+02,2.067591576467023984e+01
5.365073014602921020e-02,-7.885067092621929064e+00,-6.029787977942223876e+00,1.231504320207198901e+02,2.131542001785134843e+01
5.369073814762953534e-02,-8.111210924267910016e+00,-6.202722379302062272e+00,1.231504320207198901e+02,2.195250860695957229e+01
5.373074614922985354e-02,-8.335047023938150446e+00,-6.373892035433966541e+00,1.231504320207198901e+02,2.258711490668156685e+01
5.377075415083017174e-02,-8.556536930070775426e+00,-6.543267534405144303e+00,1.231504320207198901e+02,2.321917702760585911e+01
5.381076215243049687e-02,-8.775642899478942383e+00,-6.710820013631218828e+00,1.231504320207198901e+02,2.384863718603305927e+01
5.385077015403081507e-02,-8.992327911812326491e+00,-6.876521163287973692e+00,1.231504320207198901e+02,2.447544117656975970e+01
5.389077815563113327e-02,-9.206555673837389264e+00,-7.040343229584515861e+00,1.231504320207198901e+02,2.509953792855381138e+01
5.393078615723145147e-02,-9.418290623536513806e+00,-7.202259017897922888e+00,1.231504320207198901e+02,2.572087913123643688e+01
5.397079415883177661e-02,-9.627497934025994297e+00,-7.362241895769368938e+00,1.231504320207198901e+02,2.633941891565627103e+01
5.401080216043209481e-02,-9.834143517293048475e+00,-7.520265795761856609e+00,1.231504320207198901e+02,2.695511358349331843e+01
5.405081016203241301e-02,-1.003819402775188863e+01,-7.676305218179575895e+00,1.231504320207198901e+02,2.756792137504071860e+01
5.409081816363273121e-02,-1.023961686561914242e+01,-7.830335233649122983e+00,1.231504320207198901e+02,2.817780226989642500e+01
5.413082616523305635e-02,-1.043838018010873014e+01,-7.982331485562654372e+00,1.231504320207198901e+02,2.878471781514194205e+01
5.417083416683337455e-02,-1.063445287244649329e+01,-8.132270192383206364e+00,1.231504320207198901e+02,2.938863097670743230e+01
5.421084216843369274e-02,-1.082780459870488521e+01,-8.280128149812400196e+00,1.231504320207198901e+02,2.998950601037286390e+01
5.425085017003401094e-02,-1.101840577245797270e+01,-8.425882732820758392e+00,1.231504320207198901e+02,3.058730834946058508e+01
5.429085817163433608e-02,-1.120622756725720492e+01,-8.569511897540948553e+00,1.231504320207198901e+02,3.118200450676795654e+01
5.433086617323465428e-02,-1.139124191892829074e+01,-8.710994183024219240e+00,1.231504320207198901e+02,3.177356198868988102e+01
5.437087417483497248e-02,-1.157342152768960375e+01,-8.850308712860377014e+00,1.231504320207198901e+02,3.236194921981096684e+01
5.441088217643529762e-02,-1.175273986009265847e+01,-8.987435196661678560e+00,1.231504320207198901e+02,3.294713547651816299e+01
5.445089017803561582e-02,-1.192917115078511259e+01,-9.122353931411014472e+00,1.231504320207198901e+02,3.352909082840852761e+01
5.449089817963593402e-02,-1.210269040409683683e+01,-9.255045802674805699e+00,1.231504320207198901e+02,3.410778608645311039e+01
5.453090618123625222e-02,-1.227327339544968510e+01,-9.385492285681053204e+00,1.231504320207198901e+02,3.468319275703237992e+01
5.457091418283657736e-02,-1.244089667259150467e+01,-9.513675446263006208e+00,1.231504320207198901e+02,3.525528300108830848e+01
5.461092218443689555e-02,-1.260553755665515396e+01,-9.639577941668997951e+00,1.231504320207198901e+02,3.582402959774654505e+01
5.465093018603721375e-02,-1.276717414304304654e+01,-9.763183021238871717e+00,1.231504320207198901e+02,3.638940591185352247e+01
5.469093818763753195e-02,-1.292578530213812193e+01,-9.884474526947665041e+00,1.231504320207198901e+02,3.695138586495032484e+01
5.473094618923785709e-02,-1.308135067984188282e+01,-1.000343689381704770e+01,1.231504320207198901e+02,3.750994390927051825e+01
5.477095419083817529e-02,-1.323385069794031388e+01,-1.012005515019514590e+01,1.231504320207198901e+02,3.806505500440441381e+01
5.481096219243849349e-02,-1.338326655429852252e+01,-1.023431491790539027e+01,1.231504320207198901e+02,3.861669459631955448e+01
5.485097019403881863e-02,-1.352958022288496487e+01,-1.034620241226503445e+01,1.231504320207198901e+02,3.916483859846754711e+01
5.489097819563913683e-02,-1.367277445362607224e+01,-1.045570444197399240e+01,1.231504320207198901e+02,3.970946337474159549e+01
5.493098619723945503e-02,-1.381283277209233162e+01,-1.056280840887477801e+01,1.231504320207198901e+02,4.025054572407929498e+01
5.497099419883977323e-02,-1.394973947901660871e+01,-1.066750230758416329e+01,1.231504320207198901e+02,4.078806286653007618e+01
5.501100220044009836e-02,-1.408347964964587185e+01,-1.076977472499743271e+01,1.231504320207198901e+02,4.132199243062929384e+01
5.505101020204041656e-02,-1.421403913292717824e+01,-1.086961483966590514e+01,1.231504320207198901e+02,4.185231244193956002e+01
5.509101820364073476e-02,-1.434140455052906837e+01,-1.096701242104857776e+01,1.231504320207198901e+02,4.237900131263675263e+01
5.513102620524105296e-02,-1.446556329569940402e+01,-1.106195782863870214e+01,1.231504320207198901e+02,4.290203783203218535e+01
5.517103420684137810e-02,-1.458650353196076388e+01,-1.115444201096615551e+01,1.231504320207198901e+02,4.342140115793508670e+01
5.521104220844169630e-02,-1.470421419164454058e+01,-1.124445650447642997e+01,1.231504320207198901e+02,4.393707080877040028e+01
5.525105021004201450e-02,-1.481868497426490094e+01,-1.133199343228719513e+01,1.231504320207198901e+02,4.444902665637643224e+01
5.529105821164233270e-02,-1.492990634473379608e+01,-1.141704550282329933e+01,1.231504320207198901e+02,4.495724891941502932e+01
5.533106621324265784e-02,-1.503786953141825222e+01,-1.149960600833115976e+01,1.231504320207198901e+02,4.546171815733472954e+01
5.537107421484297604e-02,-1.514256652404120373e+01,-1.157966882327350611e+01,1.231504320207198901e+02,4.596241526483317585e+01
5.541108221644329423e-02,-1.524399007142712392e+01,-1.165722840260544579e+01,1.231504320207198901e+02,4.645932146677130703e+01
5.545109021804361937e-02,-1.534213367909377546e+01,-1.173227977993284732e+01,1.231504320207198901e+02,4.695241831349642325e+01
5.549109821964393757e-02,-1.543699160669141612e+01,-1.180481856555408449e+01,1.231504320207198901e+02,4.744168767653592766e+01
5.553110622124425577e-02,-1.552855886529078511e+01,-1.187484094438612203e+01,1.231504320207198901e+02,4.792711174462723278e+01
5.557111422284457397e-02,-1.561683121452134770e+01,-1.194234367377611150e+01,1.231504320207198901e+02,4.840867302005298001e+01
5.561112222444489911e-02,-1.570180515956105260e+01,-1.200732408119942463e+01,1.231504320207198901e+02,4.888635431525369057e+01
5.565113022604521731e-02,-1.578347794797919157e+01,-1.206978006184536056e+01,1.231504320207198901e+02,4.936013874969270887e+01
5.569113822764553551e-02,-1.586184756643375593e+01,-1.212971007609158391e+01,1.231504320207198901e+02,4.983000974695085006e+01
5.573114622924585371e-02,-1.593691273722474122e+01,-1.218711314686839309e+01,1.231504320207198901e+02,5.029595103203018169e+01
5.577115423084617885e-02,-1.600867291470495246e+01,-1.224198885691403937e+01,1.231504320207198901e+02,5.075794662884835873e+01
5.581116223244649704e-02,-1.607712828154986084e+01,-1.229433734592223892e+01,1.231504320207198901e+02,5.121598085790687804e+01
5.585117023404681524e-02,-1.614227974488800399e+01,-1.234415930758306956e+01,1.231504320207198901e+02,5.167003833411786928e+01
5.589117823564714038e-02,-1.620412893229354978e+01,-1.239145598651842306e+01,1.231504320207198901e+02,5.212010396477557350e+01
5.593118623724745858e-02,-1.626267818764258521e+01,-1.243622917511328119e+01,1.231504320207198901e+02,5.256616294765999697e+01
5.597119423884777678e-02,-1.631793056683481780e+01,-1.247848121024406431e+01,1.231504320207198901e+02,5.300820076926124358e+01
5.601120224044809498e-02,-1.636988983338224912e+01,-1.251821496990522853e+01,1.231504320207198901e+02,5.344620320311413053e+01
5.605121024204842012e-02,-1.641856045386652241e+01,-1.255543386973547371e+01,1.231504320207198901e+02,5.388015630823345958e+01
5.609121824364873832e-02,-1.646394759326663504e+01,-1.259014185944478825e+01,1.231504320207198901e+02,5.431004642764144563e+01
5.613122624524905652e-02,-1.650605711015867172e+01,-1.262234341914364677e+01,1.231504320207198901e+02,5.473586018697911726e+01
5.617123424684937472e-02,-1.654489555178933102e+01,-1.265204355557567339e+01,1.231504320207198901e+02,5.515758449319461221e+01
5.621124224844969985e-02,-1.658047014902496130e+01,-1.267924779825513681e+01,1.231504320207198901e+02,5.557520653330173133e+01
5.625125025005001805e-02,-1.661278881117781481e+01,-1.270396219551052752e+01,1.231504320207198901e+02,5.598871377320240583e+01
5.629125825165033625e-02,-1.664186012071139231e+01,-1.272619331043567747e+01,1.231504320207198901e+02,5.639809395656784829e+01
5.633126625325066139e-02,-1.666769332782655866e+01,-1.274594821674972422e+01,1.231504320207198901e+02,5.680333510377290196e+01
5.637127425485097959e-02,-1.669029834493034059e+01,-1.276323449456733528e+01,1.231504320207198901e+02,5.720442551087919725e+01
5.641128225645129779e-02,-1.670968574098913706e+01,-1.277806022608055336e+01,1.231504320207198901e+02,5.760135374866258218e+01
5.645129025805161599e-02,-1.672586673576824623e+01,-1.279043399115371393e+01,1.231504320207198901e+02,5.799410866168078371e+01
5.649129825965194113e-02,-1.673885319395952465e+01,-1.280036486283280261e+01,1.231504320207198901e+02,5.838267936737786101e+01
5.653130626125225933e-02,-1.674865761919907925e+01,-1.280786240277072174e+01,1.231504320207198901e+02,5.876705525522186235e+01
5.657131426285257753e-02,-1.675529314797684677e+01,-1.281293665656989411e+01,1.231504320207198901e+02,5.914722598587272984e+01
5.661132226445289573e-02,-1.675877354343995762e+01,-1.281559814904363392e+01,1.231504320207198901e+02,5.952318149037728290e+01
5.665133026605322086e-02,-1.675911318909183478e+01,-1.281585787939778420e+01,1.231504320207198901e+02,5.989491196938907791e+01
5.669133826765353906e-02,-1.675632708238887858e+01,-1.281372731633403106e+01,1.231504320207198901e+02,6.026240789241021645e+01
5.673134626925385726e-02,-1.675043082823675178e+01,-1.280921839307646515e+01,1.231504320207198901e+02,6.062565999705316955e+01
5.677135427085417546e-02,-1.674144063238816571e+01,-1.280234350232279361e+01,1.231504320207198901e+02,6.098465928832035843e+01
5.681136227245450060e-02,-1.672937329474411072e+01,-1.279311549112172486e+01,1.231504320207198901e+02,6.133939703789955189e+01
5.685137027405481880e-02,-1.671424620256054183e+01,-1.278154765567805917e+01,1.231504320207198901e+02,6.168986478347337510e+01
5.689137827565513700e-02,-1.669607732356246288e+01,-1.276765373608696130e+01,1.231504320207198901e+02,6.203605432804104680e+01
5.693138627725546214e-02,-1.667488519896744492e+01,-1.275144791099897112e+01,1.231504320207198901e+02,6.237795773925124365e+01
5.697139427885578034e-02,-1.665068893642052217e+01,-1.273294479221725695e+01,1.231504320207198901e+02,6.271556734874397421e+01
5.701140228045609853e-02,-1.662350820284247632e+01,-1.271215941922862314e+01,1.231504320207198901e+02,6.304887575150086576e+01
5.705141028205641673e-02,-1.659336321719360541e+01,-1.268910725366989567e+01,1.231504320207198901e+02,6.337787580520206632e+01
5.709141828365674187e-02,-1.656027474315488135e+01,-1.266380417373112977e+01,1.231504320207198901e+02,6.370256062958893750e+01
5.713142628525706007e-02,-1.652426408172860306e+01,-1.263626646849725610e+01,1.231504320207198901e+02,6.402292360583129494e+01
5.717143428685737827e-02,-1.648535306376058784e+01,-1.260651083222973945e+01,1.231504320207198901e+02,6.433895837589835764e+01
5.721144228845769647e-02,-1.644356404238589775e+01,-1.257455435858972947e+01,1.231504320207198901e+02,6.465065884193235490e+01
5.725145029005802161e-02,-1.639891988540017564e+01,-1.254041453480436807e+01,1.231504320207198901e+02,6.495801916562396627e+01
5.729145829165833981e-02,-1.635144396755868001e+01,-1.250410923577777034e+01,1.231504320207198901e+02,6.526103376758895536e+01
5.733146629325865801e-02,-1.630116016280499380e+01,-1.246565671814825293e+01,1.231504320207198901e+02,6.555969732674491013e+01
5.737147429485898315e-02,-1.624809283643155666e+01,-1.242507561429341045e+01,1.231504320207198901e+02,6.585400477968784116e+01
5.741148229645930134e-02,-1.619226683717407766e+01,-1.238238492628463838e+01,1.231504320207198901e+02,6.614395132006761457e+01
5.745149029805961954e-02,-1.613370748924182863e+01,-1.233760401979261800e+01,1.231504320207198901e+02,6.642953239796185017e+01
5.749149829965993774e-02,-1.607244058428599942e+01,-1.229075261794544183e+01,1.231504320207198901e+02,6.671074371924770219e+01
5.753150630126026288e-02,-1.600849237330809416e+01,-1.224185079514087882e+01,1.231504320207198901e+02,6.698758124497088318e+01
5.757151430286058108e-02,-1.594188955851054601e+01,-1.219091897081446874e+01,1.231504320207198901e+02,6.726004119071156140e+01
5.761152230446089928e-02,-1.587265928509154911e+01,-1.213797790316494662e+01,1.231504320207198901e+02,6.752812002594681928e+01
5.765153030606121748e-02,-1.580082913298621605e+01,-1.208304868283861921e+01,1.231504320207198901e+02,6.779181447340882016e+01
5.769153830766154262e-02,-1.572642710855620507e+01,-1.202615272657435064e+01,1.231504320207198901e+02,6.805112150843888230e+01
5.773154630926186082e-02,-1.564948163622979749e+01,-1.196731177081064068e+01,1.231504320207198901e+02,6.830603835833657911e+01
5.777155431086217902e-02,-1.557002155009458910e+01,-1.190654786525647424e+01,1.231504320207198901e+02,6.855656250170385135e+01
5.781156231246249722e-02,-1.548807608544485959e+01,-1.184388336642752115e+01,1.231504320207198901e+02,6.880269166778377610e+01
5.785157031406282235e-02,-1.540367487028569116e+01,-1.177934093114923719e+01,1.231504320207198901e+02,6.904442383579358022e+01
5.789157831566314055e-02,-1.531684791679592905e+01,-1.171294351002852352e+01,1.231504320207198901e+02,6.928175723425172805e+01
5.793158631726345875e-02,-1.522762561275203375e+01,-1.164471434089544211e+01,1.231504320207198901e+02,6.951469034029888405e+01
5.797159431886378389e-02,-1.513603871291497782e+01,-1.157467694221671550e+01,1.231504320207198901e+02,6.974322187901231018e+01
5.801160232046410209e-02,-1.504211833038216817e+01,-1.150285510648243381e+01,1.231504320207198901e+02,6.996735082271386830e+01
5.805161032206442029e-02,-1.494589592790654109e+01,-1.142927289356770260e+01,1.231504320207198901e+02,7.018707639027098821e+01
5.809161832366473849e-02,-1.484740330918483231e+01,-1.135395462407067946e+01,1.231504320207198901e+02,7.040239804639077192e+01
5.813162632526506363e-02,-1.474667261011714814e+01,-1.127692487262869392e+01,1.231504320207198901e+02,7.061331550090680764e+01
5.817163432686538183e-02,-1.464373629003985933e+01,-1.119820846121395697e+01,1.231504320207198901e+02,7.081982870805886421e+01
5.821164232846570002e-02,-1.453862712293386750e+01,-1.111783045241041989e+01,1.231504320207198901e+02,7.102193786576492585e+01
5.825165033006601822e-02,-1.443137818861032073e+01,-1.103581614267343092e+01,1.231504320207198901e+02,7.121964341488569517e+01
5.829165833166634336e-02,-1.432202286387579271e+01,-1.095219105557363726e+01,1.231504320207198901e+02,7.141294603848153599e+01
5.833166633326666156e-02,-1.421059481367898236e+01,-1.086698093502679363e+01,1.231504320207198901e+02,7.160184666106135865e+01
5.837167433486697976e-02,-1.409712798224095209e+01,-1.078021173851096215e+01,1.231504320207198901e+02,7.178634644782387397e+01
5.841168233646730490e-02,-1.398165658417093304e+01,-1.069190963027268282e+01,1.231504320207198901e+02,7.196644680389061932e+01
5.845169033806762310e-02,-1.386421509556971010e+01,-1.060210097452365297e+01,1.231504320207198901e+02,7.214214937353106905e+01
5.849169833966794130e-02,-1.374483824512258678e+01,-1.051081232862941484e+01,1.231504320207198901e+02,7.231345603937951694e+01
5.853170634126825950e-02,-1.362356100518394619e+01,-1.041807043629164653e+01,1.231504320207198901e+02,7.248036892164385847e+01
5.857171434286858464e-02,-1.350041858285539753e+01,-1.032390222072552355e+01,1.231504320207198901e+02,7.264289037730593179e+01
5.861172234446890283e-02,-1.337544641105945509e+01,-1.022833477783367861e+01,1.231504320207198901e+02,7.280102299931375853e+01
5.865173034606922103e-02,-1.324868013961077118e+01,-1.013139536937828922e+01,1.231504320207198901e+02,7.295476961576530073e+01
5.869173834766953923e-02,-1.312015562628686283e+01,-1.003311141615276370e+01,1.231504320207198901e+02,7.310413328908390440e+01
5.873174634926986437e-02,-1.298990892790026308e+01,-9.933510491154541100e+00,1.231504320207198901e+02,7.324911731518523084e+01
5.877175435087018257e-02,-1.285797629137408826e+01,-9.832620312760482761e+00,1.231504320207198901e+02,7.338972522263594556e+01
5.881176235247050077e-02,-1.272439414482289344e+01,-9.730468737906313947e+00,1.231504320207198901e+02,7.352596077180365342e+01
5.885177035407081897e-02,-1.258919908864078430e+01,-9.627083755271621968e+00,1.231504320207198901e+02,7.365782795399861982e+01
5.889177835567114411e-02,-1.245242788659867195e+01,-9.522493478471833583e+00,1.231504320207198901e+02,7.378533099060699385e+01
5.893178635727146231e-02,-1.231411745695256599e+01,-9.416726139258640771e+00,1.231504320207198901e+02,7.390847433221534857e+01
5.897179435887178051e-02,-1.217430486356478703e+01,-9.309810080730313686e+00,1.231504320207198901e+02,7.402726265772690795e+01
5.901180236047210564e-02,-1.203302730703997270e+01,-9.201773750553304154e+00,1.231504320207198901e+02,7.414170087346927573e+01
5.905181036207242384e-02,-1.189032211587775123e+01,-9.092645694196617612e+00,1.231504320207198901e+02,7.425179411229358095e+01
5.909181836367274204e-02,-1.174622673764389269e+01,-8.982454548180298204e+00,1.231504320207198901e+02,7.435754773266536688e+01
5.913182636527306024e-02,-1.160077873016179950e+01,-8.871229033339492531e+00,1.231504320207198901e+02,7.445896731774676880e+01
5.917183436687338538e-02,-1.145401575272613215e+01,-8.758997948105399445e+00,1.231504320207198901e+02,7.455605867447050628e+01
5.921184236847370358e-02,-1.130597555734038728e+01,-8.645790161804578489e+00,1.231504320207198901e+02,7.464882783260526367e+01
5.925185037007402178e-02,-1.115669597998020279e+01,-8.531634607977904849e+00,1.231504320207198901e+02,7.473728104381284254e+01
5.929185837167433998e-02,-1.100621493188417865e+01,-8.416560277720577687e+00,1.231504320207198901e+02,7.482142478069691549e+01
5.933186637327466512e-02,-1.085457039087394193e+01,-8.300596213044491023e+00,1.231504320207198901e+02,7.490126573584336711e+01
5.937187437487498332e-02,-1.070180039270523764e+01,-8.183771500264324317e+00,1.231504320207198901e+02,7.497681082085239268e+01
5.941188237647530151e-02,-1.054794302245172943e+01,-8.066115263408649483e+00,1.231504320207198901e+02,7.504806716536242561e+01
5.945189037807562665e-02,-1.039303640592326694e+01,-7.947656657657403478e+00,1.231504320207198901e+02,7.511504211606575154e+01
5.949189837967594485e-02,-1.023711870112024336e+01,-7.828424862806942386e+00,1.231504320207198901e+02,7.517774323571586592e+01
5.953190638127626305e-02,-1.008022808972580719e+01,-7.708449076764060770e+00,1.231504320207198901e+02,7.523617830212690194e+01
5.957191438287658125e-02,-9.922402768637509141e+00,-7.587758509070152257e+00,1.231504320207198901e+02,7.529035530716473090e+01
5.961192238447690639e-02,-9.763680941540073377e+00,-7.466382374456832949e+00,1.231504320207198901e+02,7.534028245573023241e+01
5.965193038607722459e-02,-9.604100810520899145e+00,-7.344349886434222263e+00,1.231504320207198901e+02,7.538596816473433648e+01
5.969193838767754279e-02,-9.443700567729909068e+00,-7.221690250913160192e+00,1.231504320207198901e+02,7.542742106206527808e+01
5.973194638927786099e-02,-9.282518387085302081e+00,-7.098432659862505822e+00,1.231504320207198901e+02,7.546464998554797887e+01
5.977195439087818613e-02,-9.120592416026848781e+00,-6.974606285002807660e+00,1.231504320207198901e+02,7.549766398189535721e+01
5.981196239247850432e-02,-8.957960767318187578e+00,-6.850240271537431092e+00,1.231504320207198901e+02,7.552647230565213476e+01
5.985197039407882252e-02,-8.794661510899734580e+00,-6.725363731922411326e+00,1.231504320207198901e+02,7.555108441813065667e+01
5.989197839567914072e-02,-8.630732665793685143e+00,-6.600005739676117145e+00,1.231504320207198901e+02,7.557150998633920835e+01
5.993198639727946586e-02,-8.466212192062593900e+00,-6.474195323229904986e+00,1.231504320207198901e+02,7.558775888190270109e+01
5.997199439887978406e-02,-8.301137982823030725e+00,-6.347961459820878893e+00,1.231504320207198901e+02,7.559984117997558428e+01
6.001200240048010226e-02,-8.135547856315749726e+00,-6.221333069427878115e+00,1.231504320207198901e+02,7.560776715814769489e+01
6.005201040208042740e-02,-7.969479548033818084e+00,-6.094339008751772369e+00,1.231504320207198901e+02,7.561154729534217722e+01
6.009201840368074560e-02,-7.802970702910101863e+00,-5.967008065241160786e+00,1.231504320207198901e+02,7.561119227070641102e+01
6.013202640528106380e-02,-7.636058867565529873e+00,-5.839368951164540356e+00,1.231504320207198901e+02,7.560671296249546458e+01
6.017203440688138200e-02,-7.468781482619496259e+00,-5.711450297729999903e+00,1.231504320207198901e+02,7.559812044694847089e+01
6.021204240848170713e-02,-7.301175875063717235e+00,-5.583280649253427264e+00,1.231504320207198901e+02,7.558542599715757149e+01
6.025205041008202533e-02,-7.133279250700968355e+00,-5.454888457376345201e+00,1.231504320207198901e+02,7.556864108193005336e+01
6.029205841168234353e-02,-6.965128686649898704e+00,-5.326302075334261588e+00,1.231504320207198901e+02,7.554777736464329507e+01
6.033206641328266173e-02,-6.796761123917312908e+00,-5.197549752276627189e+00,1.231504320207198901e+02,7.552284670209293438e+01
6.037207441488298687e-02,-6.628213360039092450e+00,-5.068659627639273246e+00,1.231504320207198901e+02,7.549386114333384512e+01
6.041208241648330507e-02,-6.459522041791121438e+00,-4.939659725570385795e+00,1.231504320207198901e+02,7.546083292851476187e+01
6.045209041808362327e-02,-6.290723657971298621e+00,-4.810577949410836496e+00,1.231504320207198901e+02,7.542377448770567128e+01
6.049209841968394841e-02,-6.121854532253975911e+00,-4.681442076229910043e+00,1.231504320207198901e+02,7.538269843971912110e+01
6.053210642128426661e-02,-5.952950816117903443e+00,-4.552279751417223963e+00,1.231504320207198901e+02,7.533761759092440968e+01
6.057211442288458481e-02,-5.784048481848889978e+00,-4.423118483331802686e+00,1.231504320207198901e+02,7.528854493405565051e+01
6.061212242448490300e-02,-5.615183315618307525e+00,-4.293985638009138128e+00,1.231504320207198901e+02,7.523549364701327136e+01
6.065213042608522814e-02,-5.446390910638537974e+00,-4.164908433927093867e+00,1.231504320207198901e+02,7.517847709165926062e+01
6.069213842768554634e-02,-5.277706660396463967e+00,-4.035913936831490467e+00,1.231504320207198901e+02,7.511750881260601886e+01
6.073214642928586454e-02,-5.109165751966077806e+00,-3.907029054622190412e+00,1.231504320207198901e+02,7.505260253599925591e+01
6.077215443088618274e-02,-4.940803159401236933e+00,-3.778280532300474448e+00,1.231504320207198901e+02,7.498377216829454994e+01
6.081216243248650788e-02,-4.772653637209611333e+00,-3.649694946978504717e+00,1.231504320207198901e+02,7.491103179502816545e+01
6.085217043408682608e-02,-4.604751713908787458e+00,-3.521298702951614956e+00,1.231504320207198901e+02,7.483439567958171779e+01
6.089217843568714428e-02,-4.437131685665550052e+00,-3.393118026834205825e+00,1.231504320207198901e+02,7.475387826194113927e+01
6.093218643728746248e-02,-4.269827610019238051e+00,-3.265178962759936798e+00,1.231504320207198901e+02,7.466949415744984719e+01
6.097219443888778762e-02,-4.102873299690172004e+00,-3.137507367646966028e+00,1.231504320207198901e+02,7.458125815555627014e+01
6.101220244048810581e-02,-3.936302316473991425e+00,-3.010128906528892312e+00,1.231504320207198901e+02,7.448918521855577524e+01
6.105221044208842401e-02,-3.770147965222834685e+00,-2.883069047952106168e+00,1.231504320207198901e+02,7.439329048032715264e+01
6.109221844368874915e-02,-3.604443287914186111e+00,-2.756353059440175279e+00,1.231504320207198901e+02,7.429358924506361461e+01
6.113222644528906735e-02,-3.439221057808258042e+00,-2.630006003025940675e+00,1.231504320207198901e+02,7.419009698599863611e+01
