time_s,T_fault_Nm,T_fault_over_T_nom_percent,T_envelope_Nm,T_envelope_over_T_nom_percent
4.972994598919784626e-02,1.584840074612793970e+01,1.211942716099789230e+01,2.412774616156623964e+01,1.845072363125287751e+01
4.976995399079816446e-02,1.553862861338490653e+01,1.188254137930768550e+01,2.406711856562447949e+01,1.840436111526576113e+01
4.980996199239848959e-02,1.522692692910321632e+01,1.164418005067108908e+01,2.400664331318652600e+01,1.835811509784701556e+01
4.984996999399880779e-02,1.491337527391968543e+01,1.140440403117993817e+01,2.394632002144746963e+01,1.831198528626197231e+01
4.988997799559912599e-02,1.459805324387234648e+01,1.116327418870353583e+01,2.388614830856426963e+01,1.826597138851152735e+01
4.992998599719944419e-02,1.428104043247606647e+01,1.092085138918169385e+01,2.382612779365337019e+01,1.822007311333029023e+01
4.996999399879976933e-02,1.396241641288654201e+01,1.067719648298536761e+01,2.376625809678827750e+01,1.817429017018476500e+01
5.001000200040008753e-02,1.364226072015923741e+01,1.043237029134988880e+01,2.370653883899722203e+01,1.812862226927152065e+01
5.005001000200040573e-02,1.332065283360580565e+01,1.018643359288275185e+01,2.364696964226063614e+01,1.808306912151530099e+01
5.009001800360072393e-02,1.299767215925099961e+01,9.939447110148247333e+00,2.358755012950889096e+01,1.803763043856725901e+01
5.013002600520104907e-02,1.267339801239534935e+01,9.691471496332956903e+00,2.352827992461979534e+01,1.799230593280308810e+01
5.017003400680136727e-02,1.234790960028440665e+01,9.442567321992767049e+00,2.346915865241629362e+01,1.794709531732121022e+01
5.021004200840168546e-02,1.202128600488985732e+01,9.192795061885410846e+00,2.341018593866409248e+01,1.790199830594100661e+01
5.025005001000201060e-02,1.169360616580498657e+01,8.942215081890465100e+00,2.335136141006921306e+01,1.785701461320090999e+01
5.029005801160232880e-02,1.136494886325797538e+01,8.690887626019456746e+00,2.329268469427571375e+01,1.781214395435669928e+01
5.033006601320264700e-02,1.103539270124617566e+01,8.438872803518464139e+00,2.323415541986329558e+01,1.776738604537962729e+01
5.037007401480296520e-02,1.070501609079467009e+01,8.186230576065788966e+00,2.317577321634494680e+01,1.772274060295465148e+01
5.041008201640329034e-02,1.037389723334144698e+01,7.933020745066429846e+00,2.311753771416459102e+01,1.767820734447862563e+01
5.045009001800360854e-02,1.004211410425443063e+01,7.679302939047391696e+00,2.305944854469482053e+01,1.763378598805856257e+01
5.049009801960392674e-02,9.709744436480400864e+00,7.425136601153861982e+00,2.300150534023444493e+01,1.758947625250976188e+01
5.053010602120424494e-02,9.376865704331173390e+00,7.170580976750337676e+00,2.294370773400624230e+01,1.754527785735409395e+01
5.057011402280457008e-02,9.043555107408952409e+00,6.915695101128185307e+00,2.288605536015462860e+01,1.750119052281821297e+01
5.061012202440488827e-02,8.709889554673976519e+00,6.660537787322019732e+00,2.282854785374333417e+01,1.745721396983178053e+01
5.065013002600520647e-02,8.375945648657458165e+00,6.405167614037177160e+00,2.277118485075307319e+01,1.741334792002568932e+01
5.069013802760552467e-02,8.041799669821738661e+00,6.149642913689777224e+00,2.271396598807928768e+01,1.736959209573032581e+01
5.073014602920584981e-02,7.707527561072623712e+00,5.894021760563153300e+00,2.265689090352977075e+01,1.732594621997376549e+01
5.077015403080616801e-02,7.373204912423720891e+00,5.638361959080521402e+00,2.259995923582249233e+01,1.728241001648010666e+01
5.081016203240648621e-02,7.038906945817543281e+00,5.382721032197528288e+00,2.254317062458319043e+01,1.723898320966761943e+01
5.085017003400681135e-02,6.704708500105252433e+00,5.127156209916114094e+00,2.248652471034313649e+01,1.719566552464705467e+01
5.089017803560712955e-02,6.370684016187682985e+00,4.871724417921710959e+00,2.243002113453691848e+01,1.715245668721992800e+01
5.093018603720744775e-02,6.036907522320308139e+00,4.616482266345803609e+00,2.237365953950007835e+01,1.710935642387672928e+01
5.097019403880776595e-02,5.703452619583753602e+00,4.361486038655089992e+00,2.231743956846687738e+01,1.706636446179520661e+01
5.101020204040809108e-02,5.370392467524568225e+00,4.106791680670839106e+00,2.226136086556808635e+01,1.702348052883868235e+01
5.105021004200840928e-02,5.037799769965517704e+00,3.852454789717881578e+00,2.220542307582867991e+01,1.698070435355426966e+01
5.109021804360872748e-02,4.705746760990065169e+00,3.598530603906806125e+00,2.214962584516558763e+01,1.693803566517118853e+01
5.113022604520904568e-02,4.374305191102403789e+00,3.345073991550401526e+00,2.209396882038550558e+01,1.689547419359906044e+01
5.117023404680937082e-02,4.043546313565349770e+00,3.092139440716108467e+00,2.203845164918257282e+01,1.685301966942613561e+01
5.121024204840968902e-02,3.713540870918510262e+00,2.839781048916330430e+00,2.198307398013625047e+01,1.681067182391770487e+01
5.125025005001000722e-02,3.384359081677835945e+00,2.588052512937454974e+00,2.192783546270901596e+01,1.676843038901428784e+01
5.129025805161033236e-02,3.056070627220996094e+00,2.337007118810964901e+00,2.187273574724413905e+01,1.672629509732995245e+01
5.133026605321065056e-02,2.728744638857494298e+00,2.086697731925835964e+00,2.181777448496356797e+01,1.668426568215072336e+01
5.137027405481096876e-02,2.402449685087773013e+00,1.837176787285445645e+00,2.176295132796559173e+01,1.664234187743274518e+01
5.141028205641128696e-02,2.077253759052345661e+00,1.588496279909802356e+00,2.170826592922270493e+01,1.660052341780069085e+01
5.145029005801161209e-02,1.753224266172926926e+00,1.340707755384597410e+00,2.165371794257942994e+01,1.655881003854608124e+01
5.149029805961193029e-02,1.430428011987543435e+00,1.093862300558594347e+00,2.159930702275009295e+01,1.651720147562558338e+01
5.153030606121224849e-02,1.108931190180448390e+00,8.480105343899884129e-01,2.154503282531661768e+01,1.647569746565931936e+01
5.157031406281256669e-02,7.887993708108598234e-01,6.032025989448064340e-01,2.149089500672641506e+01,1.643429774592926407e+01
5.161032206441289183e-02,4.700974887390825252e-01,3.594881505462497184e-01,2.143689322429012734e+01,1.639300205437751501e+01
5.165033006601321003e-02,1.528898322539305188e-01,1.169163510779726023e-01,2.138302713617952477e+01,1.635181012960467584e+01
5.169033806761352823e-02,-1.627599680979398278e-01,-1.244641405582361526e-01,2.132929640142531369e+01,1.631072171086818656e+01
5.173034606921385337e-02,-4.767889504791340549e-01,-3.646051768291049822e-01,2.127570067991495506e+01,1.626973653808066445e+01
5.177035407081417157e-02,-7.891348325236273720e-01,-6.034591297997687898e-01,2.122223963239055777e+01,1.622885435180828040e+01
5.181036207241448976e-02,-1.099736021892341542e+00,-8.409788992057219970e-01,2.116891292044672568e+01,1.618807489326911764e+01
5.185037007401480796e-02,-1.408531626621756461e+00,-1.077117920366502668e+00,2.111572020652834425e+01,1.614739790433147348e+01
5.189037807561513310e-02,-1.715461465262033691e+00,-1.311830171938415779e+00,2.106266115392855554e+01,1.610682312751231748e+01
5.193038607721545130e-02,-2.020466076806424205e+00,-1.545070183507647243e+00,2.100973542678654837e+01,1.606635030597559677e+01
5.197039407881576950e-02,-2.323486730408535372e+00,-1.776793043021154039e+00,2.095694269008543742e+01,1.602597918353063378e+01
5.201040208041608770e-02,-2.624465434887106152e+00,-2.006954404055058205e+00,2.090428260965019902e+01,1.598570950463050089e+01
5.205041008201641284e-02,-2.923344948018080203e+00,-2.235510492920386838e+00,2.085175485214546143e+01,1.594554101437038440e+01
5.209041808361673104e-02,-3.220068785609763395e+00,-2.462418115602932112e+00,2.079935908507350462e+01,1.590547345848602845e+01
5.213042608521704924e-02,-3.514581230366101039e+00,-2.687634664541089347e+00,2.074709497677207537e+01,1.586550658335205455e+01
5.217043408681736744e-02,-3.806827340529844506e+00,-2.911118125235367948e+00,2.069496219641230894e+01,1.582564013598039132e+01
5.221044208841769257e-02,-4.096752958310768022e+00,-3.132827082693532272e+00,2.064296041399662940e+01,1.578587386401867043e+01
5.225045009001801077e-02,-4.384304718094925946e+00,-3.352720727708301318e+00,2.059108930035671392e+01,1.574620751574864919e+01
5.229045809161832897e-02,-4.669430054435177446e+00,-3.570758862967782221e+00,2.053934852715132564e+01,1.570664084008456562e+01
5.233046609321865411e-02,-4.952077209822210335e+00,-3.786901908998046018e+00,2.048773776686426373e+01,1.566717358657158599e+01
5.237047409481897231e-02,-5.232195242235248678e+00,-4.001110909937229287e+00,2.043625669280236679e+01,1.562780550538424329e+01
5.241048209641929051e-02,-5.509734032472664467e+00,-4.213347539141322429e+00,2.038490497909331722e+01,1.558853634732479065e+01
5.245049009801960871e-02,-5.784644291259915860e+00,-4.423574104619683922e+00,2.033368230068365534e+01,1.554936586382166652e+01
5.249049809961993385e-02,-6.056877566137108815e+00,-4.631753554302020959e+00,2.028258833333671873e+01,1.551029380692791904e+01
5.253050610122025205e-02,-6.326386248123616163e+00,-4.837849481134893104e+00,2.023162275363057461e+01,1.547131992931963396e+01
5.257051410282057025e-02,-6.593123578160278164e+00,-5.041826128008122687e+00,2.018078523895599119e+01,1.543244398429437325e+01
5.261052210442088845e-02,-6.857043653328507737e+00,-5.243648392510610989e+00,2.013007546751435228e+01,1.539366572576958525e+01
5.265053010602121358e-02,-7.118101432846904331e+00,-5.443281831515997204e+00,2.007949311831564643e+01,1.535498490828106632e+01
5.269053810762153178e-02,-7.376252743843108028e+00,-5.640692665596463762e+00,2.002903787117648804e+01,1.531640128698144920e+01
5.273054610922184998e-02,-7.631454286903359474e+00,-5.835847783266530975e+00,1.997870940671799644e+01,1.527791461763857583e+01
5.277055411082217512e-02,-7.883663641397708588e+00,-6.028714745055300916e+00,1.992850740636380280e+01,1.523952465663398215e+01
5.281056211242249332e-02,-8.132839270581589730e+00,-6.219261787407676323e+00,1.987843155233811387e+01,1.520123116096140592e+01
5.285057011402281152e-02,-8.378940526473526162e+00,-6.407457826414396429e+00,1.982848152766358041e+01,1.516303388822516673e+01
5.289057811562312972e-02,-8.621927654508978023e+00,-6.593272461370873749e+00,1.977865701615935023e+01,1.512493259663867384e+01
5.293058611722345486e-02,-8.861761797971249521e+00,-6.776675978165555669e+00,1.972895770243908231e+01,1.508692704502290383e+01
5.297059411882377306e-02,-9.098405002196795266e+00,-6.957639352495760043e+00,1.967938327190893588e+01,1.504901699280486937e+01
5.301060212042409125e-02,-9.331820218560258340e+00,-7.136134252915078413e+00,1.962993341076553833e+01,1.501120220001605787e+01
5.305061012202440945e-02,-9.561971308233275124e+00,-7.312133043707764735e+00,1.958060780599407735e+01,1.497348242729098011e+01
5.309061812362473459e-02,-9.788823045722308436e+00,-7.485608787594154379e+00,1.953140614536622266e+01,1.493585743586557690e+01
5.313062612522505279e-02,-1.001234112218328853e+01,-7.656535248265401883e+00,1.948232811743827853e+01,1.489832698757580509e+01
5.317063412682537099e-02,-1.023249214851392708e+01,-7.824886892748203593e+00,1.943337341154907350e+01,1.486089084485602640e+01
5.321064212842568919e-02,-1.044924365822498302e+01,-7.990638893600482184e+00,1.938454171781806679e+01,1.482354877073755794e+01
5.325065013002601433e-02,-1.066256411008900429e+01,-8.153767130936909524e+00,1.933583272714340495e+01,1.478630052884718715e+01
5.329065813162633253e-02,-1.087242289056947264e+01,-8.314248194286490090e+00,1.928724613119993236e+01,1.474914588340565125e+01
5.333066613322665073e-02,-1.107879031602910480e+01,-8.472059384281275030e+00,1.923878162243720880e+01,1.471208459922612022e+01
5.337067413482697587e-02,-1.128163763471877346e+01,-8.627178714177306418e+00,1.919043889407764425e+01,1.467511644171276330e+01
5.341068213642729406e-02,-1.148093702854736264e+01,-8.779584911208054621e+00,1.914221764011449878e+01,1.463824117685923554e+01
5.345069013802761226e-02,-1.167666161463332486e+01,-8.929257417770889660e+00,1.909411755530993204e+01,1.460145857124716962e+01
5.349069813962793046e-02,-1.186878544663930413e+01,-9.076176392447697694e+00,1.904613833519314170e+01,1.456476839204476725e+01
5.353070614122825560e-02,-1.205728351588889247e+01,-9.220322710858862791e+00,1.899827967605834544e+01,1.452817040700524309e+01
5.357071414282857380e-02,-1.224213175226869588e+01,-9.361677966353100899e+00,1.895054127496294782e+01,1.449166438446542848e+01
5.361072214442889200e-02,-1.242330702491478966e+01,-9.500224470532375065e+00,1.890292282972555782e+01,1.445525009334425448e+01
5.365073014602921020e-02,-1.260078714268525957e+01,-9.635945253613284578e+00,1.885542403892409169e+01,1.441892730314130588e+01
5.369073814762953534e-02,-1.277455085441965110e+01,-9.768824064625437842e+00,1.880804460189389005e+01,1.438269578393537707e+01
5.373074614922985354e-02,-1.294457784898632013e+01,-9.898845371447677621e+00,1.876078421872578872e+01,1.434655530638299048e+01
5.377075415083017174e-02,-1.311084875511865100e+01,-1.002599436068283545e+01,1.871364259026421450e+01,1.431050564171695427e+01
5.381076215243049687e-02,-1.327334514104186169e+01,-1.015025693737234214e+01,1.866661941810532710e+01,1.427454656174493053e+01
5.385077015403081507e-02,-1.343204951389000712e+01,-1.027161972455040306e+01,1.861971440459510063e+01,1.423867783884797333e+01
5.389077815563113327e-02,-1.358694531891633517e+01,-1.039007006264015409e+01,1.857292725282743007e+01,1.420289924597907572e+01
5.393078615723145147e-02,-1.373801693849680916e+01,-1.050559600869164356e+01,1.852625766664229801e+01,1.416721055666177520e+01
5.397079415883177661e-02,-1.388524969092850903e+01,-1.061818633546295310e+01,1.847970535062383846e+01,1.413161154498866878e+01
5.401080216043209481e-02,-1.402862982902427724e+01,-1.072783053034552125e+01,1.843327001009852495e+01,1.409610198562002559e+01
5.405081016203241301e-02,-1.416814453850472333e+01,-1.083451879413448005e+01,1.838695135113328050e+01,1.406068165378234625e+01
5.409081816363273121e-02,-1.430378193618951421e+01,-1.093824203964553021e+01,1.834074908053358755e+01,1.402535032526691161e+01
5.413082616523305635e-02,-1.443553106798817254e+01,-1.103899189017847249e+01,1.829466290584166899e+01,1.399010777642840075e+01
5.417083416683337455e-02,-1.456338190669344712e+01,-1.113676067782978230e+01,1.824869253533466207e+01,1.395495378418348054e+01
5.421084216843369274e-02,-1.468732534957742963e+01,-1.123154144165434332e+01,1.820283767802270702e+01,1.391988812600935965e+01
5.425085017003401094e-02,-1.480735321579257580e+01,-1.132332792567796709e+01,1.815709804364712809e+01,1.388491057994239064e+01
5.429085817163433608e-02,-1.492345824357905926e+01,-1.141211457676184438e+01,1.811147334267862519e+01,1.385002092457667899e+01
5.433086617323465428e-02,-1.503563408727994322e+01,-1.149789654232001013e+01,1.806596328631541226e+01,1.381521893906267451e+01
5.437087417483497248e-02,-1.514387531416628541e+01,-1.158066966789146868e+01,1.802056758648141255e+01,1.378050440310578395e+01
5.441088217643529762e-02,-1.524817740107269515e+01,-1.166043049456738068e+01,1.797528595582438271e+01,1.374587709696493221e+01
5.445089017803561582e-02,-1.534853673084663406e+01,-1.173717625627579686e+01,1.793011810771416137e+01,1.371133680145122824e+01
5.449089817963593402e-02,-1.544495058861194181e+01,-1.181090487692434721e+01,1.788506375624082878e+01,1.367688329792656177e+01
5.453090618123625222e-02,-1.553741715784885535e+01,-1.188161496740259082e+01,1.784012261621287010e+01,1.364251636830218928e+01
5.457091418283657736e-02,-1.562593551629229083e+01,-1.194930582244538719e+01,1.779529440315538125e+01,1.360823579503736447e+01
5.461092218443689555e-02,-1.571050563165017344e+01,-1.201397741735867619e+01,1.775057883330833874e+01,1.357404136113802373e+01
5.465093018603721375e-02,-1.579112835714384389e+01,-1.207563040460916426e+01,1.770597562362468835e+01,1.353993285015531178e+01
5.469093818763753195e-02,-1.586780542687181672e+01,-1.213426611027895952e+01,1.766148449176862201e+01,1.350591004618427426e+01
5.473094618923785709e-02,-1.594053945099984837e+01,-1.218988653038736203e+01,1.761710515611378369e+01,1.347197273386248106e+01
5.477095419083817529e-02,-1.600933391077837697e+01,-1.224249432708065299e+01,1.757283733574149309e+01,1.343812069836866563e+01
5.481096219243849349e-02,-1.607419315338968957e+01,-1.229209282469166986e+01,1.752868075043893015e+01,1.340435372542134651e+01
5.485097019403881863e-02,-1.613512238662682208e+01,-1.233868600567072171e+01,1.748463512069739778e+01,1.337067160127748267e+01
5.489097819563913683e-02,-1.619212767340616566e+01,-1.238227850638931038e+01,1.744070016771055265e+01,1.333707411273113586e+01
5.493098619723945503e-02,-1.624521592611578313e+01,-1.242287561281823827e+01,1.739687561337262167e+01,1.330356104711210108e+01
5.497099419883977323e-02,-1.629439490080186559e+01,-1.246048325608193785e+01,1.735316118027663634e+01,1.327013219228455299e+01
5.501100220044009836e-02,-1.633967319119474837e+01,-1.249510800789010467e+01,1.730955659171269190e+01,1.323678733664572071e+01
5.505101020204041656e-02,-1.638106022257752770e+01,-1.252675707584896969e+01,1.726606157166622069e+01,1.320352626912456095e+01
5.509101820364073476e-02,-1.641856624549867050e+01,-1.255543829865326977e+01,1.722267584481618741e+01,1.317034877918038482e+01
5.513102620524105296e-02,-1.645220232933126425e+01,-1.258116014116093950e+01,1.717939913653338735e+01,1.313725465680155224e+01
5.517103420684137810e-02,-1.648198035568108821e+01,-1.260393168935220665e+01,1.713623117287869135e+01,1.310424369250412724e+01
5.521104220844169630e-02,-1.650791301164516867e+01,-1.262376264517433633e+01,1.709317168060133696e+01,1.307131567733058297e+01
5.525105021004201450e-02,-1.653001378292429635e+01,-1.264066332127471171e+01,1.705022038713714849e+01,1.303847040284841974e+01
5.529105821164233270e-02,-1.654829694679033025e+01,-1.265464463562285680e+01,1.700737702060687795e+01,1.300570766114891974e+01
5.533106621324265784e-02,-1.656277756491166286e+01,-1.266571810602400028e+01,1.696464130981440732e+01,1.297302724484575798e+01
5.537107421484297604e-02,-1.657347147603880089e+01,-1.267389584452567242e+01,1.692201298424511435e+01,1.294042894707375169e+01
5.541108221644329423e-02,-1.658039528855224276e+01,-1.267919055171898890e+01,1.687949177406410328e+01,1.290791256148751920e+01
5.545109021804361937e-02,-1.658356637287538504e+01,-1.268161551093672479e+01,1.683707741011449244e+01,1.287547788226015655e+01
5.549109821964393757e-02,-1.658300285375432992e+01,-1.268118458234961743e+01,1.679476962391576222e+01,1.284312470408198159e+01
5.553110622124425577e-02,-1.657872360240774157e+01,-1.267791219696327154e+01,1.675256814766201430e+01,1.281085282215920529e+01
5.557111422284457397e-02,-1.657074822854820795e+01,-1.267181335051682645e+01,1.671047271422027336e+01,1.277866203221262431e+01
5.561112222444489911e-02,-1.655909707227845473e+01,-1.266290359728590964e+01,1.666848305712882095e+01,1.274655213047635982e+01
5.565113022604521731e-02,-1.654379119586423386e+01,-1.265119904379128002e+01,1.662659891059550432e+01,1.271452291369654475e+01
5.569113822764553551e-02,-1.652485237538662943e+01,-1.263671634241526753e+01,1.658482000949602053e+01,1.268257417913003415e+01
5.573114622924585371e-02,-1.650230309227622882e+01,-1.261947268492787089e+01,1.654314608937229636e+01,1.265070572454315112e+01
5.577115423084617885e-02,-1.647616652473155696e+01,-1.259948579592435181e+01,1.650157688643075460e+01,1.261891734821036337e+01
5.581116223244649704e-02,-1.644646653902438160e+01,-1.257677392617631362e+01,1.646011213754068336e+01,1.258720884891304159e+01
5.585117023404681524e-02,-1.641322768069436577e+01,-1.255135584589816311e+01,1.641875158023257697e+01,1.255558002593818223e+01
5.589117823564714038e-02,-1.637647516563555428e+01,-1.252325083793087224e+01,1.637749495269641997e+01,1.252403067907711076e+01
5.593118623724745858e-02,-1.633623487107735528e+01,-1.249247869084503293e+01,1.633634199378009200e+01,1.249256060862424000e+01
5.597119423884777678e-02,-1.629253332646243635e+01,-1.245905969196509844e+01,1.629529244298769086e+01,1.246116961537580536e+01
5.601120224044809498e-02,-1.624539770422415330e+01,-1.242301462031679549e+01,1.625434604047786991e+01,1.242985750062858585e+01
5.605121024204842012e-02,-1.619485581046609468e+01,-1.238436473949968253e+01,1.621350252706219308e+01,1.239862406617864821e+01
5.609121824364873832e-02,-1.614093607554638155e+01,-1.234313179048686493e+01,1.617276164420354689e+01,1.236746911432013007e+01
5.613122624524905652e-02,-1.608366754456910641e+01,-1.229933798435371450e+01,1.613212313401442444e+01,1.233639244784393263e+01
5.617123424684937472e-02,-1.602307986778577842e+01,-1.225300599493774456e+01,1.609158673925535510e+01,1.230539387003651441e+01
5.621124224844969985e-02,-1.595920329090916212e+01,-1.220415895143153229e+01,1.605115220333324189e+01,1.227447318467862125e+01
5.625125025005001805e-02,-1.589206864534225971e+01,-1.215282043091069752e+01,1.601081927029974850e+01,1.224363019604405878e+01
5.629125825165033625e-02,-1.582170733832499643e+01,-1.209901445079900206e+01,1.597058768484968994e+01,1.221286470889845077e+01
5.633126625325066139e-02,-1.574815134300112263e+01,-1.204276546127239733e+01,1.593045719231938939e+01,1.218217652849799038e+01
5.637127425485097959e-02,-1.567143318840838440e+01,-1.198409833760441323e+01,1.589042753868509550e+01,1.215156546058823217e+01
5.641128225645129779e-02,-1.559158594939382070e+01,-1.192303837245428610e+01,1.585049847056136407e+01,1.212103131140284518e+01
5.645129025805161599e-02,-1.550864323645771492e+01,-1.185961126810053834e+01,1.581066973519943986e+01,1.209057388766238006e+01
5.649129825965194113e-02,-1.542263918552815127e+01,-1.179384312862146444e+01,1.577094108048565602e+01,1.206019299657305233e+01
5.653130626125225933e-02,-1.533360844766921360e+01,-1.172576045202490569e+01,1.573131225493989760e+01,1.202988844582555572e+01
5.657131426285257753e-02,-1.524158617872521582e+01,-1.165539012232908256e+01,1.569178300771392109e+01,1.199966004359377969e+01
5.661132226445289573e-02,-1.514660802890370661e+01,-1.158275940159662198e+01,1.565235308858980723e+01,1.196950759853363877e+01
5.665133026605322086e-02,-1.504871013230013865e+01,-1.150789592192396782e+01,1.561302224797840310e+01,1.193943091978186111e+01
5.669133826765353906e-02,-1.494792909636630718e+01,-1.143082767738778571e+01,1.557379023691770215e+01,1.190942981695476277e+01
5.673134626925385726e-02,-1.484430199132566841e+01,-1.135158301595076935e+01,1.553465680707129337e+01,1.187950410014706293e+01
5.677135427085417546e-02,-1.473786633953797143e+01,-1.127019063132864751e+01,1.549562171072676442e+01,1.184965357993065282e+01
5.681136227245450060e-02,-1.462866010481589463e+01,-1.118667955482054133e+01,1.545668470079414192e+01,1.181987806735341273e+01
5.685137027405481880e-02,-1.451672168169634958e+01,-1.110107914710459198e+01,1.541784553080437803e+01,1.179017737393804843e+01
5.689137827565513700e-02,-1.440208988466897999e+01,-1.101341909000091768e+01,1.537910395490769844e+01,1.176055131168083534e+01
5.693138627725546214e-02,-1.428480393736447063e+01,-1.092372937820378631e+01,1.534045972787210133e+01,1.173099969305045498e+01
5.697139427885578034e-02,-1.416490346170575876e+01,-1.083204031098545705e+01,1.530191260508183326e+01,1.170152233098685279e+01
5.701140228045609853e-02,-1.404242846702388903e+01,-1.073838248387295380e+01,1.526346234253576561e+01,1.167211903889997338e+01
5.705141028205641673e-02,-1.391741933914194895e+01,-1.064278678030045278e+01,1.522510869684590062e+01,1.164278963066863426e+01
5.709141828365674187e-02,-1.378991682942927177e+01,-1.054528436323892393e+01,1.518685142523582776e+01,1.161353392063933931e+01
5.713142628525706007e-02,-1.365996204382861201e+01,-1.044590666680509905e+01,1.514869028553918007e+01,1.158435172362509569e+01
5.717143428685737827e-02,-1.352759643185891747e+01,-1.034468538785179170e+01,1.511062503619808162e+01,1.155524285490423431e+01
5.721144228845769647e-02,-1.339286177559608326e+01,-1.024165247754136487e+01,1.507265543626166249e+01,1.152620713021926058e+01
5.725145029005802161e-02,-1.325580017863481963e+01,-1.013684013290476749e+01,1.503478124538448490e+01,1.149724436577567488e+01
5.729145829165833981e-02,-1.311645405503345074e+01,-1.003028078838750936e+01,1.499700222382506176e+01,1.146835437824080728e+01
5.733146629325865801e-02,-1.297486611824474600e+01,-9.922007107384967384e+00,1.495931813244432007e+01,1.143953698474267533e+01
5.737147429485898315e-02,-1.283107937003515353e+01,-9.812051973768811663e+00,1.492172873270406974e+01,1.141079200286878503e+01
5.741148229645930134e-02,-1.268513708939503282e+01,-9.700448483406542977e+00,1.488423378666555053e+01,1.138211925066503838e+01
5.745149029805961954e-02,-1.253708282144236641e+01,-9.587229935676067072e+00,1.484683305698786171e+01,1.135351854663452897e+01
5.749149829965993774e-02,-1.238696036632226161e+01,-9.472429824977023571e+00,1.480952630692647709e+01,1.132498970973639807e+01
5.753150630126026288e-02,-1.223481376810556753e+01,-9.356081832241459395e+00,1.477231330033178658e+01,1.129653255938472611e+01
5.757151430286058108e-02,-1.208068730368788124e+01,-9.238219816444775745e+00,1.473519380164755965e+01,1.126814691544736391e+01
5.761152230446089928e-02,-1.192462547169238896e+01,-9.118877806119641605e+00,1.469816757590944789e+01,1.123983259824476733e+01
5.765153030606121748e-02,-1.176667298137864037e+01,-8.998089990874408528e+00,1.466123438874354257e+01,1.121158942854891905e+01
5.769153830766154262e-02,-1.160687474155971799e+01,-8.875890712917971825e+00,1.462439400636483811e+01,1.118341722758213663e+01
5.773154630926186082e-02,-1.144527584953040922e+01,-8.752314458593026814e+00,1.458764619557580033e+01,1.115531581701598363e+01
5.777155431086217902e-02,-1.128192158000829615e+01,-8.627395849919215820e+00,1.455099072376486369e+01,1.112728501897011846e+01
5.781156231246249722e-02,-1.111685737409125707e+01,-8.501169636148828701e+00,1.451442735890494973e+01,1.109932465601116292e+01
5.785157031406282235e-02,-1.095012882823241718e+01,-8.373670685335826036e+00,1.447795586955200520e+01,1.107143455115158659e+01
5.789157831566314055e-02,-1.078178168323598562e+01,-8.244933975920861968e+00,1.444157602484358804e+01,1.104361452784861619e+01
5.793158631726345875e-02,-1.061186181327575007e+01,-8.114994588333603431e+00,1.440528759449731311e+01,1.101586441000306138e+01
5.797159431886378389e-02,-1.044041521493894109e+01,-7.983887696614483609e+00,1.436909034880946656e+01,1.098818402195824184e+01
5.801160232046410209e-02,-1.026748799629762132e+01,-7.851648560057472359e+00,1.433298405865352798e+01,1.096057318849886997e+01
5.805161032206442029e-02,-1.009312636600957092e+01,-7.718312514875428576e+00,1.429696849547870841e+01,1.093303173484991575e+01
5.809161832366473849e-02,-9.917376622452083623e+00,-7.583914965890593329e+00,1.426104343130853280e+01,1.090555948667553743e+01
5.813162632526506363e-02,-9.740285142889417713e+00,-7.448491378250846395e+00,1.422520863873935681e+01,1.087815627007794461e+01
5.817163432686538183e-02,-9.561898372677331892e+00,-7.312077269174304561e+00,1.418946389093897054e+01,1.085082191159632536e+01
5.821164232846570002e-02,-9.382262814506443505e+00,-7.174708199723610846e+00,1.415380896164514191e+01,1.082355623820573776e+01
5.825165033006601822e-02,-9.201425017686775121e+00,-7.036419766611722970e+00,1.411824362516417253e+01,1.079635907731599787e+01
5.829165833166634336e-02,-9.019431567475210798e+00,-6.897247594040517349e+00,1.408276765636947303e+01,1.076923025677060508e+01
5.833166633326666156e-02,-8.836329074449690069e+00,-6.757227325575126287e+00,1.404738083070018995e+01,1.074216960484567096e+01
5.837167433486697976e-02,-8.652164163929070284e+00,-6.616394616053210775e+00,1.401208292415969403e+01,1.071517695024878591e+01
5.841168233646730490e-02,-8.466983465444783974e+00,-6.474785123533826514e+00,1.397687371331421780e+01,1.068825212211795872e+01
5.845169033806762310e-02,-8.280833602263156124e+00,-6.332434501285038486e+00,1.394175297529146462e+01,1.066139495002056492e+01
5.849169833966794130e-02,-8.093761180962111723e+00,-6.189378389813132486e+00,1.390672048777912373e+01,1.063460526395219929e+01
5.853170634126825950e-02,-7.905812781064043726e+00,-6.045652408934762079e+00,1.387177602902353790e+01,1.060788289433567755e+01
5.857171434286858464e-02,-7.717034944726206547e+00,-5.901292149893093253e+00,1.383691937782823977e+01,1.058122767201989056e+01
5.861172234446890283e-02,-7.527474166492603480e+00,-5.756333167520975458e+00,1.380215031355259825e+01,1.055463942827878832e+01
5.865173034606922103e-02,-7.337176883105910541e+00,-5.610810972450013701e+00,1.376746861611040096e+01,1.052811799481029276e+01
5.869173834766953923e-02,-7.146189463385553609e+00,-5.464761023370241944e+00,1.373287406596845450e+01,1.050166320373522311e+01
5.873174634926986437e-02,-6.954558198170505356e+00,-5.318218719339277811e+00,1.369836644414519533e+01,1.047527488759623182e+01
